OBJECTID,LABELTXT,SQ_MILES,GlobalID,created_user,created_date,last_edited_user,last_edited_date,MUNYCODE,MUNICIPALITY,SHAPEarea,SHAPElen
111,15,0.26761734,{9A3BA7A6-3D9E-4D3A-8550-61D06AF5FC6D},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,013,CHARLACK,7460713.43668649,16305.002787257
112,60,4.39103293,{26BBCCBC-EDD9-4582-83D0-7A7A4DFC227C},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,043,OVERLAND,122414482.982882,56141.4230369397
113,70,3.1556465,{B23AD7D3-F826-4558-B634-2A2633CE47BA},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,072,ST. ANN,87907827.1294655,46202.2285581552
114,12,15.15525216,{93CF9D90-E923-4670-92CE-103B74850E3D},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,010,BRIDGETON,422423029.90063,120680.936932971
115,53,23.53182062,{40592928-3415-4B48-B26C-C1ABE6C15673},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,104,MARYLAND HEIGHTS,656172454.114484,149546.600533278
116,50,5.05194587,{2CAED1DA-9557-495D-BC86-0721D15553DE},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,094,MANCHESTER,140839604.717176,75772.6671171391
117,99,0.0119003,{548FBAEA-430B-40D8-9724-216C660BED95},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,000,UNINCORPORATED,331759.626467646,9367.33742840065
118,76,5.89802311,{FDA2430A-288D-4501-98FF-77A119B2D67D},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,057,UNIVERSITY CITY,164152597.89397,64487.7890422838
119,33,12.8079775,{18C5EA37-3AFC-49F9-8978-34E2D4FC40B1},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,024,FLORISSANT,356798826.526408,146382.572676532
120,44,3.74531144,{8C8BF74B-1216-4661-BEC0-98DC08AFE297},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,031,JENNINGS,104412872.579881,75413.9588952955
121,99,55.28782437,{24BE7411-4533-4A16-A148-08020321CFCC},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,000,UNINCORPORATED,1541329912.37914,343638.594910254
122,16,33.63169434,{C51C5B64-92D1-4FC7-AC5A-25F60A19B91D},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,105,CHESTERFIELD,937594076.591142,190186.901813811
123,41,16.5813235,{3E84F613-3815-4C07-8223-5BC74DD955A4},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,080,HAZELWOOD,464417921.320656,132456.030481319
124,99,2.14454346,{C14B17EC-A99D-4400-98CE-AC976E10A54D},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,000,UNINCORPORATED,57942084.9361998,44127.5978185964
125,78,4.24373456,{BFF53D02-6D0B-46EA-8F3F-3F80CCD13864},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,058,VALLEY PARK,118307540.701004,83953.6253447738
126,29,10.61113783,{737BCF5D-334A-483D-8C16-8488795F7768},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,098,EUREKA,295819972.765259,142124.964306077
127,30,6.3912654,{EB06BEAB-A8D7-4FD9-8ABA-FBA209399642},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,021,FENTON,178219122.919273,85297.7163016164
128,99,93.11464697,{CA2D4BE6-4970-4842-9034-0D06F8767A99},SDEDBO,2014-09-11T16:34:02.000Z,SDEDBO,2014-09-11T16:34:02.000Z,000,UNINCORPORATED,2593910295.94944,675289.285015187
